10 100
1 5000 90
2 4000 30
3 3000 20
4 5000 10
5 2000 50
6 1000 70
7 3000 20
8 4000 10
9 5000 30
10 2000 30
11 1000 80
12 3000 30
13 5000 70
14 4000 80
15 5000 40
16 1000 30
17 1000 100
18 1000 50
19 1000 90
20 3000 20
21 5000 50
22 2000 50
23 4000 70
24 4000 80
25 2000 70
26 1000 90
27 4000 30
28 4000 20
29 5000 50
30 5000 80
31 5000 70
32 1000 10
33 4000 90
34 4000 90
35 2000 30
36 2000 20
37 1000 20
38 1000 90
39 4000 40
40 4000 10
41 5000 100
42 4000 80
43 3000 30
44 2000 30
45 4000 80
46 4000 80
47 1000 50
48 5000 20
49 1000 80
50 4000 20
