10 100
1 1000 90
2 1000 80
3 2000 40
4 2000 50
5 4000 50
6 2000 100
7 4000 100
8 2000 40
9 5000 100
10 4000 50
11 4000 70
12 4000 50
13 1000 60
14 2000 70
15 4000 90
16 3000 20
17 3000 30
18 4000 70
19 5000 20
20 4000 40
21 1000 10
22 2000 20
23 3000 50
24 3000 10
25 4000 30
26 1000 20
27 2000 80
28 3000 60
29 4000 50
30 1000 50
31 2000 80
32 2000 40
33 2000 90
34 1000 10
35 2000 30
36 2000 70
37 5000 100
38 3000 30
39 3000 50
40 1000 100
41 2000 90
42 5000 90
43 2000 90
44 2000 20
45 4000 90
46 4000 80
47 1000 60
48 2000 100
49 1000 20
