10 100
1 4000 100
2 4000 30
3 4000 20
4 1000 40
5 1000 80
6 3000 90
7 1000 10
8 4000 20
9 3000 90
10 4000 40
11 2000 90
12 3000 30
13 3000 100
14 4000 70
15 4000 80
16 4000 30
17 1000 100
18 3000 100
19 1000 70
20 1000 50
21 2000 20
22 3000 60
23 3000 70
24 1000 80
25 1000 100
26 2000 80
27 3000 20
28 2000 30
29 2000 80
30 2000 30
31 3000 70
32 3000 50
33 3000 30
34 1000 30
35 2000 10
36 1000 40
37 2000 40
38 1000 70
39 4000 90
40 3000 80
41 3000 10
42 4000 100
43 3000 70
44 4000 60
45 3000 30
46 1000 20
47 4000 40
48 1000 20
49 1000 40
50 3000 60
