10 100
1 1000 60
2 1000 20
3 1000 10
4 1000 100
5 2000 30
6 4000 40
7 3000 10
8 4000 70
9 4000 100
10 4000 20
11 3000 90
12 4000 20
13 2000 100
14 4000 80
15 3000 30
16 3000 40
17 4000 40
18 2000 50
19 1000 50
20 4000 50
21 4000 50
22 4000 90
23 1000 100
24 2000 10
25 3000 50
26 1000 40
27 3000 80
28 2000 10
29 3000 60
30 4000 10
31 3000 40
32 1000 90
33 3000 100
34 1000 70
35 2000 10
36 2000 40
37 4000 10
38 1000 30
39 3000 20
40 3000 20
41 4000 50
42 3000 20
43 3000 10
44 3000 30
45 4000 10
46 3000 80
47 2000 60
48 2000 60
49 3000 30
50 2000 40
