10 100
1 4000 30
2 1000 20
3 4000 80
4 2000 40
5 2000 70
6 4000 20
7 3000 10
8 1000 50
9 1000 90
10 2000 50
11 1000 20
12 3000 50
13 3000 50
14 4000 80
15 2000 80
16 2000 40
17 3000 10
18 4000 30
19 4000 70
20 2000 60
21 1000 60
22 3000 10
23 1000 40
24 1000 80
25 2000 60
26 1000 10
27 1000 100
28 1000 70
29 1000 10
30 3000 20
31 3000 100
32 1000 80
33 3000 10
34 1000 20
35 3000 100
36 2000 30
37 1000 50
38 4000 30
39 2000 100
40 3000 90
41 2000 70
42 3000 50
43 4000 90
44 3000 20
45 1000 100
46 3000 70
