10 100
1 4000 50
2 4000 90
3 1000 80
4 4000 50
5 3000 50
6 4000 70
7 1000 60
8 3000 20
9 1000 80
10 1000 100
11 2000 30
12 3000 20
13 4000 70
14 3000 60
15 2000 50
16 2000 30
17 4000 10
18 2000 70
19 1000 100
20 3000 30
21 2000 40
22 1000 50
23 4000 70
24 3000 80
25 4000 90
26 1000 60
27 4000 60
28 3000 10
29 3000 80
30 4000 50
31 1000 50
32 3000 20
33 3000 90
34 3000 50
35 4000 100
36 3000 60
37 1000 90
38 4000 50
39 4000 80
40 2000 30
41 4000 10
42 1000 80
43 4000 90
44 4000 10
45 2000 70
46 4000 10
47 1000 50
48 4000 80
