10 100
1 2000 90
2 4000 40
3 3000 90
4 3000 30
5 1000 80
6 4000 20
7 3000 80
8 4000 90
9 4000 40
10 1000 20
11 1000 90
12 4000 50
13 2000 80
14 4000 70
15 2000 30
16 4000 70
17 2000 70
18 3000 10
19 2000 30
20 1000 100
21 3000 90
22 4000 50
23 3000 100
24 4000 40
25 2000 30
26 4000 10
27 2000 100
28 4000 80
29 3000 40
30 3000 60
31 4000 70
32 3000 90
33 3000 50
34 2000 100
35 2000 40
36 1000 100
37 1000 30
38 2000 10
39 4000 60
40 3000 70
41 3000 20
42 2000 30
43 3000 40
44 4000 100
45 2000 50
46 2000 50
