10 100
1 2000 60
2 2000 30
3 3000 70
4 1000 40
5 3000 70
6 3000 20
7 3000 70
8 2000 10
9 3000 30
10 3000 30
11 3000 80
12 2000 20
13 3000 70
14 1000 40
15 1000 100
16 4000 50
17 4000 30
18 4000 90
19 1000 50
20 1000 30
21 3000 100
22 3000 70
23 4000 100
24 4000 100
25 2000 70
26 1000 100
27 1000 20
28 2000 10
29 1000 10
30 1000 100
31 4000 60
32 4000 70
33 3000 40
34 3000 100
35 1000 10
36 2000 10
37 3000 90
38 3000 90
39 3000 70
40 3000 40
41 1000 40
42 3000 90
43 2000 30
44 1000 80
45 3000 80
46 1000 50
