10 100
1 3000 80
2 1000 10
3 2000 20
4 4000 10
5 4000 20
6 3000 90
7 2000 100
8 1000 100
9 4000 30
10 3000 30
11 1000 80
12 2000 50
13 1000 100
14 3000 50
15 4000 10
16 2000 10
17 3000 70
18 4000 40
19 2000 60
20 4000 40
21 4000 100
22 4000 10
23 1000 30
24 4000 100
25 3000 30
26 2000 30
27 3000 60
28 4000 100
29 2000 30
30 2000 10
31 2000 80
32 2000 50
33 2000 70
34 3000 70
35 1000 40
36 2000 100
37 4000 40
38 3000 30
39 3000 30
40 2000 100
41 2000 70
42 4000 60
43 4000 20
44 2000 100
45 2000 100
46 1000 100
47 4000 30
48 1000 60
49 1000 60
