10 100
1 2000 40
2 3000 40
3 2000 90
4 2000 90
5 1000 90
6 2000 20
7 4000 20
8 1000 60
9 4000 40
10 1000 70
11 4000 40
12 3000 70
13 4000 100
14 1000 40
15 2000 10
16 4000 80
17 4000 30
18 2000 90
19 2000 20
20 1000 80
21 2000 10
22 3000 30
23 3000 20
24 4000 90
25 3000 100
26 2000 80
27 2000 70
28 3000 20
29 4000 90
30 4000 20
31 3000 70
32 2000 40
33 4000 30
34 3000 40
35 1000 10
36 4000 90
37 3000 40
38 3000 80
39 3000 30
40 1000 90
41 4000 50
42 4000 60
43 1000 50
44 3000 90
45 3000 30
46 3000 40
47 4000 10
48 2000 20
