10 100
1 4000 90
2 4000 10
3 2000 40
4 3000 100
5 3000 20
6 2000 80
7 4000 50
8 3000 70
9 3000 90
10 4000 70
11 3000 10
12 3000 20
13 4000 70
14 2000 10
15 3000 40
16 2000 70
17 2000 100
18 2000 50
19 4000 60
20 1000 80
21 2000 90
22 2000 40
23 1000 40
24 1000 30
25 1000 90
26 2000 80
27 2000 50
28 3000 20
29 3000 80
30 1000 70
31 3000 100
32 4000 20
33 2000 40
34 2000 80
35 3000 20
36 2000 100
37 4000 20
38 2000 50
39 2000 60
40 1000 100
41 3000 90
42 2000 40
43 3000 50
44 4000 70
45 2000 10
46 3000 20
