10 100
1 2000 80
2 4000 40
3 1000 40
4 3000 70
5 1000 10
6 2000 70
7 1000 50
8 4000 90
9 3000 70
10 1000 10
11 2000 50
12 3000 10
13 2000 40
14 4000 90
15 4000 60
16 4000 80
17 4000 100
18 1000 30
19 2000 50
20 4000 40
21 3000 60
22 3000 30
23 3000 40
24 3000 90
25 1000 50
26 3000 100
27 3000 60
28 1000 30
29 3000 50
30 1000 10
31 3000 100
32 1000 40
33 3000 20
34 4000 60
35 3000 60
36 1000 20
37 1000 30
38 2000 40
39 4000 90
40 3000 100
41 2000 20
42 3000 10
43 2000 40
44 1000 10
45 3000 70
46 3000 100
47 3000 100
