10 100
1 2000 10
2 2000 100
3 4000 20
4 1000 80
5 2000 20
6 2000 30
7 1000 80
8 2000 60
9 3000 40
10 2000 50
11 3000 50
12 4000 80
13 3000 90
14 2000 40
15 4000 100
16 3000 40
17 1000 80
18 3000 20
19 4000 60
20 2000 100
21 1000 30
22 2000 50
23 1000 70
24 2000 10
25 4000 10
26 3000 10
27 2000 40
28 3000 30
29 2000 90
30 1000 10
31 3000 100
32 1000 90
33 2000 20
34 2000 10
35 1000 10
36 4000 60
37 1000 60
38 4000 60
39 1000 40
40 4000 60
41 2000 40
42 3000 10
43 2000 60
44 4000 20
45 1000 20
46 2000 10
47 2000 100
48 3000 20
