10 100
1 3000 100
2 4000 70
3 3000 80
4 4000 10
5 4000 20
6 1000 40
7 3000 50
8 3000 80
9 1000 20
10 2000 10
11 3000 90
12 1000 90
13 4000 40
14 2000 40
15 4000 30
16 2000 30
17 1000 90
18 4000 20
19 4000 100
20 3000 40
21 3000 80
22 3000 40
23 2000 10
24 4000 20
25 2000 50
26 2000 90
27 1000 10
28 1000 40
29 4000 20
30 4000 40
31 4000 80
32 3000 80
33 1000 90
34 2000 50
35 3000 40
36 1000 100
37 2000 80
38 2000 20
39 1000 60
40 3000 20
41 1000 80
42 3000 30
43 4000 40
44 2000 50
45 4000 50
46 1000 10
47 4000 90
