10 100
1 1000 70
2 1000 70
3 3000 40
4 1000 100
5 1000 20
6 2000 70
7 1000 60
8 3000 40
9 1000 60
10 4000 30
11 1000 50
12 3000 60
13 3000 10
14 4000 90
15 1000 60
16 1000 20
17 4000 100
18 4000 50
19 2000 30
20 4000 70
21 4000 80
22 2000 60
23 2000 90
24 1000 10
25 2000 60
26 3000 30
27 4000 40
28 3000 100
29 2000 10
30 4000 20
31 2000 50
32 4000 10
33 1000 100
34 3000 70
35 1000 100
36 1000 80
37 4000 80
38 2000 60
39 4000 80
40 2000 40
41 2000 100
42 3000 50
43 2000 50
44 4000 80
45 3000 60
46 3000 50
