10 100
1 3000 90
2 4000 20
3 1000 20
4 1000 90
5 3000 60
6 2000 70
7 2000 30
8 2000 80
9 1000 100
10 2000 10
11 3000 10
12 2000 100
13 1000 10
14 4000 90
15 1000 30
16 1000 20
17 2000 100
18 2000 40
19 1000 90
20 2000 10
21 2000 70
22 4000 30
23 2000 90
24 3000 100
25 1000 30
26 2000 60
27 2000 60
28 1000 20
29 1000 40
30 2000 20
31 1000 70
32 2000 20
33 4000 10
34 2000 10
35 1000 90
36 2000 70
37 1000 90
38 4000 50
39 3000 90
40 1000 70
41 3000 80
42 1000 70
43 3000 80
44 4000 30
45 4000 10
46 2000 100
