10 100
1 2000 70
2 1000 80
3 1000 70
4 4000 80
5 2000 20
6 1000 60
7 3000 60
8 3000 50
9 1000 30
10 1000 20
11 4000 70
12 2000 80
13 1000 40
14 2000 20
15 3000 50
16 1000 40
17 3000 20
18 1000 100
19 4000 20
20 4000 100
21 3000 70
22 1000 100
23 3000 80
24 2000 90
25 2000 90
26 4000 90
27 4000 10
28 4000 30
29 4000 10
30 3000 70
31 4000 50
32 2000 10
33 3000 30
34 2000 90
35 1000 10
36 1000 20
37 3000 30
38 2000 20
39 3000 70
40 1000 30
41 1000 40
42 3000 40
43 4000 90
44 3000 100
45 2000 20
46 3000 10
47 1000 10
48 4000 50
