10 100
1 4000 40
2 2000 60
3 2000 50
4 1000 90
5 3000 80
6 4000 60
7 2000 50
8 3000 20
9 4000 80
10 1000 40
11 3000 100
12 4000 30
13 4000 70
14 1000 100
15 4000 20
16 1000 30
17 2000 90
18 2000 10
19 3000 80
20 3000 60
21 4000 80
22 1000 80
23 4000 50
24 2000 50
25 1000 60
26 1000 100
27 3000 60
28 2000 80
29 2000 90
30 3000 90
31 2000 80
32 1000 70
33 1000 30
34 4000 20
35 1000 100
36 4000 10
37 3000 20
38 3000 100
39 1000 90
40 2000 20
41 3000 60
42 3000 10
43 4000 60
44 4000 70
45 3000 70
46 3000 70
47 1000 100
48 4000 30
49 2000 20
50 4000 70
