10 100
1 4000 80
2 3000 70
3 3000 90
4 3000 20
5 4000 60
6 4000 50
7 4000 100
8 1000 70
9 2000 90
10 4000 70
11 2000 70
12 1000 80
13 1000 30
14 2000 40
15 2000 70
16 2000 30
17 1000 80
18 4000 90
19 4000 10
20 3000 30
21 3000 70
22 4000 20
23 3000 40
24 4000 90
25 1000 30
26 2000 70
27 2000 40
28 3000 90
29 2000 30
30 4000 90
31 3000 60
32 4000 90
33 4000 40
34 4000 40
35 3000 90
36 3000 60
37 3000 60
38 4000 20
39 1000 60
40 2000 10
41 4000 70
42 4000 90
43 3000 70
44 4000 90
45 1000 50
46 4000 40
