10 100
1 3000 90
2 1000 30
3 4000 30
4 3000 70
5 4000 70
6 4000 100
7 4000 50
8 4000 30
9 3000 20
10 2000 40
11 1000 70
12 1000 80
13 2000 20
14 4000 40
15 4000 10
16 2000 10
17 1000 30
18 4000 60
19 1000 90
20 1000 50
21 2000 30
22 3000 100
23 3000 70
24 3000 70
25 3000 80
26 3000 50
27 4000 100
28 1000 10
29 4000 30
30 4000 30
31 2000 90
32 3000 30
33 2000 50
34 4000 100
35 3000 60
36 3000 10
37 1000 100
38 3000 90
39 1000 60
40 2000 80
41 2000 60
42 4000 10
43 1000 80
44 2000 10
45 1000 80
46 2000 70
