10 100
1 3000 10
2 4000 70
3 3000 90
4 4000 70
5 2000 100
6 2000 100
7 3000 50
8 2000 20
9 2000 20
10 2000 50
11 3000 60
12 3000 10
13 4000 30
14 3000 60
15 4000 10
16 1000 60
17 3000 10
18 3000 60
19 2000 10
20 3000 70
21 1000 60
22 1000 90
23 2000 100
24 3000 40
25 1000 70
26 1000 90
27 4000 100
28 2000 60
29 3000 10
30 1000 70
31 1000 50
32 1000 10
33 1000 80
34 1000 80
35 3000 20
36 3000 20
37 1000 10
38 3000 80
39 3000 30
40 1000 40
41 2000 30
42 4000 50
43 1000 40
44 1000 70
45 3000 50
46 2000 50
47 1000 90
48 3000 80
