10 100
1 1000 100
2 2000 20
3 3000 80
4 4000 20
5 3000 80
6 3000 70
7 4000 20
8 4000 80
9 2000 60
10 3000 20
11 2000 100
12 2000 50
13 1000 70
14 2000 30
15 4000 40
16 1000 90
17 1000 90
18 1000 40
19 2000 20
20 3000 100
21 3000 50
22 2000 40
23 2000 80
24 4000 30
25 4000 90
26 1000 70
27 3000 70
28 2000 80
29 2000 20
30 4000 30
31 1000 30
32 2000 100
33 1000 40
34 2000 90
35 3000 10
36 4000 80
37 2000 60
38 4000 30
39 4000 40
40 1000 80
41 1000 100
42 3000 10
43 3000 60
44 1000 30
45 2000 10
46 4000 40
47 4000 90
48 2000 80
49 4000 90
50 4000 80
