10 100
1 1000 20
2 2000 10
3 2000 60
4 1000 40
5 2000 40
6 4000 40
7 1000 30
8 1000 40
9 3000 90
10 1000 70
11 4000 80
12 2000 60
13 3000 30
14 2000 20
15 2000 30
16 1000 100
17 1000 100
18 3000 100
19 1000 50
20 4000 20
21 1000 10
22 3000 60
23 2000 100
24 1000 90
25 4000 30
26 4000 10
27 2000 20
28 3000 30
29 3000 60
30 1000 80
31 4000 100
32 2000 30
33 1000 100
34 4000 50
35 1000 80
36 2000 10
37 1000 40
38 3000 20
39 1000 70
40 3000 20
41 3000 90
42 2000 20
43 1000 90
44 1000 80
45 3000 30
46 5000 40
47 4000 20
48 3000 20
49 4000 30
50 1000 60
