10 100
1 4000 100
2 3000 50
3 1000 100
4 3000 90
5 2000 90
6 2000 20
7 3000 50
8 4000 80
9 2000 40
10 3000 90
11 3000 100
12 2000 100
13 2000 100
14 2000 100
15 2000 10
16 4000 80
17 2000 10
18 4000 100
19 4000 10
20 2000 50
21 4000 20
22 1000 100
23 4000 50
24 4000 80
25 2000 80
26 2000 10
27 1000 20
28 2000 40
29 1000 100
30 4000 60
31 4000 30
32 1000 40
33 4000 50
34 4000 40
35 1000 20
36 1000 60
37 3000 60
38 1000 30
39 3000 30
40 1000 100
41 1000 20
42 2000 80
43 2000 50
44 2000 50
45 1000 30
46 3000 60
47 4000 30
48 3000 10
49 3000 30
50 2000 40
