10 100
1 2000 70
2 3000 90
3 3000 80
4 3000 70
5 3000 70
6 1000 100
7 3000 20
8 4000 30
9 2000 30
10 4000 80
11 2000 100
12 1000 10
13 2000 20
14 1000 90
15 3000 30
16 3000 10
17 3000 50
18 4000 60
19 3000 90
20 4000 40
21 4000 50
22 3000 50
23 4000 30
24 4000 80
25 1000 100
26 4000 20
27 2000 60
28 1000 40
29 1000 90
30 3000 100
31 1000 90
32 4000 50
33 2000 50
34 2000 90
35 3000 50
36 4000 20
37 3000 90
38 2000 60
39 4000 70
40 3000 80
41 4000 10
42 3000 80
43 4000 30
44 1000 80
45 2000 70
46 1000 60
47 3000 100
