10 100
1 4000 30
2 4000 20
3 3000 50
4 4000 50
5 3000 60
6 2000 60
7 1000 30
8 2000 60
9 1000 50
10 2000 30
11 3000 10
12 1000 70
13 2000 50
14 2000 90
15 3000 100
16 2000 10
17 3000 30
18 3000 20
19 3000 100
20 4000 60
21 3000 60
22 2000 70
23 1000 40
24 3000 90
25 1000 30
26 3000 90
27 4000 20
28 1000 60
29 1000 70
30 4000 40
31 3000 40
32 3000 70
33 3000 70
34 1000 30
35 2000 70
36 2000 50
37 3000 100
38 1000 40
39 1000 40
40 2000 70
41 1000 60
42 2000 40
43 4000 10
44 2000 70
45 4000 80
46 4000 50
47 4000 80
