10 100
1 3000 100
2 4000 50
3 2000 30
4 4000 100
5 2000 30
6 3000 80
7 1000 70
8 3000 100
9 4000 30
10 4000 80
11 3000 20
12 3000 100
13 2000 70
14 1000 10
15 2000 40
16 3000 80
17 2000 70
18 4000 70
19 1000 30
20 1000 20
21 4000 80
22 1000 40
23 1000 80
24 2000 10
25 1000 30
26 2000 30
27 1000 50
28 3000 10
29 2000 100
30 3000 90
31 2000 70
32 2000 90
33 1000 40
34 4000 60
35 3000 20
36 2000 20
37 3000 90
38 4000 80
39 2000 10
40 1000 80
41 1000 80
42 4000 80
43 3000 30
44 1000 100
45 3000 50
46 2000 80
47 3000 50
48 4000 60
49 1000 100
50 2000 30
