10 100
1 2000 90
2 2000 80
3 1000 40
4 4000 10
5 2000 40
6 1000 10
7 1000 30
8 1000 80
9 1000 30
10 1000 10
11 1000 90
12 3000 100
13 3000 60
14 4000 30
15 4000 90
16 3000 80
17 2000 10
18 1000 30
19 3000 60
20 1000 40
21 4000 10
22 4000 20
23 1000 50
24 2000 40
25 2000 50
26 1000 80
27 1000 90
28 2000 20
29 2000 60
30 3000 10
31 1000 70
32 2000 40
33 1000 40
34 2000 10
35 1000 40
36 1000 50
37 3000 40
38 2000 100
39 4000 90
40 1000 60
41 3000 80
42 1000 90
43 2000 20
44 4000 20
45 1000 50
46 4000 40
47 3000 10
48 4000 90
49 1000 80
50 4000 50
