10 100
1 1000 50
2 1000 90
3 4000 10
4 4000 100
5 1000 70
6 1000 40
7 4000 40
8 4000 90
9 3000 10
10 2000 10
11 1000 70
12 3000 40
13 3000 10
14 2000 60
15 1000 100
16 3000 100
17 4000 30
18 2000 60
19 3000 20
20 4000 10
21 3000 80
22 3000 10
23 3000 90
24 1000 70
25 1000 100
26 2000 20
27 1000 10
28 2000 60
29 2000 100
30 4000 90
31 4000 40
32 2000 50
33 4000 80
34 4000 20
35 2000 100
36 3000 90
37 1000 80
38 4000 10
39 2000 50
40 2000 60
41 1000 60
42 2000 10
43 1000 70
44 1000 30
45 4000 70
46 2000 90
47 4000 20
