10 100
1 2000 90
2 3000 70
3 3000 90
4 1000 50
5 4000 100
6 1000 80
7 1000 60
8 3000 90
9 1000 70
10 2000 80
11 2000 20
12 2000 40
13 4000 30
14 3000 80
15 2000 20
16 2000 70
17 4000 100
18 2000 90
19 1000 40
20 1000 90
21 2000 10
22 3000 20
23 4000 100
24 4000 90
25 4000 70
26 4000 70
27 1000 70
28 1000 100
29 3000 20
30 3000 60
31 4000 50
32 2000 100
33 1000 40
34 4000 30
35 3000 30
36 3000 50
37 2000 10
38 4000 30
39 3000 100
40 4000 60
41 3000 60
42 4000 90
43 1000 60
44 1000 70
45 1000 70
46 1000 40
47 1000 40
