10 100
1 1000 60
2 2000 20
3 1000 90
4 3000 20
5 3000 30
6 2000 20
7 4000 50
8 2000 70
9 4000 80
10 2000 70
11 2000 60
12 3000 100
13 3000 80
14 2000 80
15 2000 40
16 3000 60
17 1000 50
18 3000 10
19 4000 20
20 2000 90
21 1000 80
22 4000 90
23 3000 70
24 1000 90
25 3000 50
26 2000 90
27 3000 20
28 1000 90
29 1000 100
30 1000 30
31 1000 20
32 4000 70
33 1000 70
34 1000 40
35 3000 90
36 4000 50
37 4000 50
38 1000 20
39 4000 90
40 1000 90
41 1000 80
42 3000 60
43 1000 50
44 3000 100
45 3000 10
46 2000 90
47 4000 20
