10 100
1 3000 70
2 3000 90
3 4000 70
4 3000 60
5 4000 70
6 2000 90
7 2000 90
8 1000 50
9 2000 30
10 3000 60
11 1000 70
12 2000 80
13 2000 60
14 1000 90
15 4000 20
16 3000 90
17 1000 100
18 4000 10
19 3000 70
20 4000 50
21 1000 20
22 2000 10
23 3000 50
24 4000 30
25 3000 40
26 2000 40
27 2000 30
28 4000 40
29 1000 50
30 4000 50
31 4000 90
32 4000 80
33 2000 20
34 4000 50
35 1000 70
36 2000 20
37 2000 40
38 1000 20
39 4000 20
40 2000 50
41 3000 50
42 4000 70
43 2000 10
44 2000 60
45 4000 30
46 4000 60
