10 100
1 3000 30
2 4000 100
3 1000 60
4 1000 20
5 2000 40
6 1000 90
7 1000 40
8 2000 30
9 1000 80
10 4000 60
11 4000 100
12 1000 30
13 1000 70
14 1000 30
15 1000 60
16 2000 50
17 3000 50
18 2000 30
19 2000 40
20 3000 60
21 3000 10
22 1000 20
23 3000 10
24 3000 50
25 4000 20
26 1000 80
27 1000 90
28 1000 30
29 4000 80
30 2000 70
31 3000 100
32 3000 20
33 1000 100
34 1000 70
35 2000 100
36 2000 40
37 4000 90
38 4000 70
39 1000 100
40 3000 90
41 3000 30
42 1000 80
43 4000 80
44 3000 80
45 3000 80
46 1000 90
47 4000 70
48 4000 40
49 3000 90
50 1000 30
