10 100
1 4000 60
2 3000 30
3 2000 50
4 2000 100
5 4000 80
6 1000 10
7 2000 80
8 1000 60
9 1000 20
10 2000 50
11 3000 40
12 1000 70
13 3000 100
14 1000 90
15 1000 20
16 3000 40
17 4000 100
18 2000 80
19 4000 70
20 4000 60
21 3000 90
22 3000 10
23 3000 50
24 1000 80
25 3000 10
26 2000 60
27 3000 100
28 2000 30
29 4000 60
30 2000 60
31 1000 100
32 1000 70
33 3000 80
34 2000 40
35 4000 50
36 3000 20
37 2000 80
38 3000 20
39 2000 80
40 2000 10
41 3000 30
42 1000 20
43 1000 90
44 4000 50
45 1000 80
46 3000 70
47 4000 20
48 2000 80
49 2000 90
