10 100
1 1000 100
2 4000 60
3 4000 90
4 3000 80
5 3000 40
6 2000 10
7 3000 80
8 4000 90
9 4000 100
10 4000 30
11 1000 70
12 4000 30
13 2000 20
14 2000 70
15 1000 80
16 3000 40
17 3000 70
18 4000 50
19 2000 30
20 4000 90
21 1000 100
22 1000 50
23 4000 10
24 4000 60
25 3000 70
26 2000 80
27 4000 60
28 3000 100
29 2000 40
30 1000 20
31 4000 20
32 1000 10
33 3000 80
34 3000 80
35 3000 80
36 1000 30
37 2000 70
38 4000 70
39 4000 100
40 2000 80
41 1000 30
42 4000 100
43 4000 80
44 3000 70
45 4000 90
46 1000 70
