10 100
1 2000 20
2 1000 50
3 1000 70
4 1000 60
5 3000 70
6 4000 50
7 4000 10
8 3000 50
9 2000 20
10 1000 10
11 2000 20
12 4000 10
13 4000 100
14 2000 90
15 1000 20
16 1000 50
17 1000 20
18 4000 30
19 3000 30
20 4000 40
21 3000 90
22 4000 30
23 3000 100
24 2000 80
25 4000 50
26 2000 60
27 1000 20
28 4000 20
29 3000 70
30 4000 20
31 3000 80
32 4000 30
33 2000 90
34 1000 100
35 2000 70
36 2000 40
37 1000 50
38 3000 80
39 4000 50
40 2000 90
41 4000 40
42 3000 60
43 2000 10
44 2000 10
45 2000 90
46 1000 70
47 3000 90
48 2000 80
