10 100
1 4000 70
2 3000 100
3 2000 90
4 1000 40
5 1000 80
6 4000 10
7 3000 10
8 1000 40
9 3000 50
10 3000 40
11 4000 100
12 4000 20
13 3000 70
14 3000 80
15 3000 40
16 1000 90
17 1000 20
18 3000 30
19 3000 50
20 1000 20
21 1000 60
22 2000 10
23 4000 40
24 4000 10
25 4000 80
26 1000 40
27 3000 50
28 3000 10
29 4000 70
30 4000 100
31 3000 100
32 3000 40
33 2000 90
34 3000 50
35 2000 30
36 2000 70
37 2000 20
38 3000 60
39 1000 30
40 2000 50
41 3000 30
42 1000 80
43 3000 60
44 4000 10
45 1000 100
46 2000 60
47 3000 10
48 3000 20
