10 100
1 4000 80
2 4000 70
3 1000 100
4 4000 10
5 2000 30
6 1000 40
7 1000 40
8 1000 90
9 4000 20
10 3000 100
11 4000 80
12 2000 100
13 2000 30
14 3000 50
15 1000 90
16 2000 100
17 2000 50
18 1000 20
19 1000 90
20 4000 100
21 3000 30
22 3000 80
23 3000 80
24 1000 90
25 4000 80
26 3000 20
27 3000 100
28 1000 80
29 3000 30
30 1000 20
31 4000 80
32 4000 10
33 3000 90
34 3000 100
35 3000 80
36 2000 20
37 1000 10
38 1000 90
39 1000 80
40 3000 20
41 1000 70
42 4000 40
43 4000 50
44 1000 100
45 2000 80
46 3000 10
47 4000 50
48 2000 90
