10 100
1 3000 70
2 4000 30
3 2000 80
4 4000 70
5 4000 60
6 2000 40
7 4000 70
8 3000 50
9 2000 30
10 3000 10
11 4000 100
12 2000 70
13 1000 10
14 2000 30
15 2000 60
16 4000 70
17 2000 30
18 1000 100
19 2000 90
20 3000 70
21 2000 100
22 4000 100
23 2000 80
24 3000 100
25 3000 30
26 1000 20
27 2000 50
28 3000 80
29 3000 100
30 4000 50
31 2000 30
32 3000 80
33 3000 30
34 2000 80
35 2000 70
36 1000 70
37 2000 80
38 4000 80
39 3000 10
40 1000 80
41 2000 90
42 3000 70
43 2000 90
44 2000 90
45 2000 50
46 2000 50
47 3000 90
48 3000 50
49 3000 30
