10 100
1 2000 30
2 1000 80
3 2000 10
4 4000 20
5 2000 40
6 3000 90
7 4000 50
8 2000 70
9 4000 20
10 2000 70
11 1000 60
12 4000 30
13 1000 70
14 1000 30
15 3000 40
16 3000 50
17 3000 80
18 4000 20
19 4000 70
20 3000 70
21 4000 70
22 3000 40
23 4000 80
24 4000 70
25 1000 50
26 4000 70
27 2000 40
28 2000 40
29 3000 90
30 3000 100
31 1000 90
32 1000 10
33 3000 90
34 4000 70
35 1000 90
36 4000 60
37 1000 10
38 2000 100
39 4000 30
40 3000 100
41 4000 30
42 2000 100
43 4000 80
44 4000 90
45 3000 30
46 1000 100
47 2000 70
48 2000 100
49 3000 60
