10 100
1 2000 90
2 2000 20
3 4000 80
4 3000 80
5 3000 20
6 3000 90
7 3000 40
8 2000 70
9 2000 50
10 1000 40
11 2000 70
12 3000 90
13 2000 90
14 4000 100
15 3000 80
16 4000 60
17 1000 40
18 4000 30
19 3000 100
20 3000 10
21 1000 60
22 2000 20
23 2000 60
24 4000 20
25 4000 80
26 4000 60
27 1000 50
28 4000 10
29 3000 80
30 3000 70
31 3000 90
32 2000 30
33 1000 10
34 4000 20
35 2000 90
36 4000 30
37 1000 50
38 1000 80
39 3000 50
40 1000 30
41 4000 70
42 4000 80
43 4000 70
44 1000 70
45 1000 100
46 3000 10
47 1000 70
