10 100
1 2000 100
2 2000 90
3 3000 80
4 3000 70
5 4000 50
6 3000 100
7 4000 90
8 3000 70
9 1000 50
10 2000 60
11 3000 10
12 3000 60
13 3000 40
14 1000 10
15 3000 40
16 2000 50
17 1000 90
18 3000 50
19 4000 80
20 1000 80
21 2000 100
22 1000 100
23 4000 60
24 1000 90
25 3000 40
26 4000 60
27 4000 10
28 4000 90
29 4000 50
30 3000 40
31 4000 90
32 4000 40
33 1000 20
34 1000 50
35 2000 10
36 2000 10
37 1000 60
38 1000 90
39 1000 30
40 3000 30
41 1000 30
42 2000 90
43 2000 10
44 4000 30
45 4000 10
46 1000 60
