10 100
1 2000 50
2 2000 30
3 2000 10
4 2000 10
5 2000 50
6 4000 80
7 1000 40
8 4000 100
9 4000 10
10 1000 80
11 2000 60
12 4000 70
13 3000 80
14 2000 70
15 2000 20
16 3000 20
17 2000 70
18 3000 90
19 3000 80
20 1000 100
21 2000 40
22 4000 10
23 3000 20
24 4000 40
25 3000 10
26 3000 90
27 3000 30
28 2000 80
29 4000 20
30 1000 40
31 4000 100
32 3000 100
33 2000 100
34 4000 70
35 2000 90
36 2000 40
37 1000 60
38 2000 90
39 4000 50
40 2000 100
41 4000 50
42 4000 10
43 4000 60
44 1000 100
45 4000 40
46 2000 20
47 2000 100
