10 100
1 4000 70
2 4000 20
3 2000 30
4 3000 90
5 3000 80
6 2000 70
7 3000 70
8 4000 100
9 4000 20
10 2000 20
11 3000 30
12 3000 20
13 2000 20
14 4000 70
15 1000 70
16 1000 60
17 3000 10
18 4000 20
19 2000 30
20 1000 10
21 4000 70
22 3000 40
23 2000 60
24 4000 60
25 3000 10
26 4000 20
27 4000 70
28 2000 80
29 1000 80
30 4000 80
31 1000 10
32 4000 60
33 2000 10
34 4000 10
35 3000 100
36 1000 50
37 2000 10
38 2000 30
39 3000 10
40 3000 80
41 4000 80
42 4000 80
43 1000 40
44 2000 80
45 3000 10
46 2000 50
47 3000 100
48 4000 60
49 2000 20
50 2000 30
