10 100
1 4000 50
2 4000 10
3 1000 50
4 4000 100
5 1000 40
6 3000 100
7 2000 50
8 1000 50
9 3000 60
10 3000 20
11 3000 30
12 3000 60
13 1000 50
14 2000 40
15 3000 60
16 2000 60
17 3000 80
18 4000 40
19 4000 70
20 2000 70
21 4000 90
22 1000 10
23 1000 100
24 2000 40
25 3000 70
26 2000 80
27 3000 80
28 3000 20
29 3000 40
30 2000 90
31 2000 60
32 1000 50
33 2000 40
34 4000 70
35 2000 40
36 4000 40
37 3000 80
38 2000 80
39 3000 90
40 4000 60
41 4000 10
42 1000 90
43 1000 80
44 4000 20
45 4000 70
46 3000 60
