10 100
1 3000 10
2 1000 30
3 3000 70
4 3000 80
5 3000 40
6 4000 70
7 1000 90
8 3000 50
9 4000 80
10 1000 60
11 4000 60
12 4000 70
13 1000 20
14 2000 70
15 1000 40
16 4000 40
17 4000 40
18 1000 10
19 4000 100
20 2000 80
21 3000 40
22 2000 60
23 1000 70
24 3000 20
25 2000 100
26 3000 60
27 3000 20
28 4000 50
29 1000 10
30 4000 50
31 3000 80
32 1000 30
33 1000 60
34 2000 10
35 2000 20
36 1000 100
37 2000 40
38 1000 70
39 4000 70
40 4000 60
41 4000 100
42 2000 70
43 2000 40
44 2000 40
45 2000 40
46 4000 20
47 2000 90
48 3000 50
49 4000 80
50 2000 90
