10 100
1 4000 60
2 4000 80
3 3000 30
4 2000 60
5 2000 50
6 3000 30
7 1000 10
8 3000 50
9 1000 60
10 2000 80
11 1000 20
12 4000 100
13 1000 80
14 1000 60
15 4000 100
16 2000 60
17 2000 60
18 1000 50
19 4000 30
20 4000 70
21 2000 100
22 2000 90
23 4000 10
24 2000 20
25 1000 80
26 3000 90
27 4000 20
28 1000 30
29 3000 10
30 4000 10
31 3000 30
32 1000 80
33 3000 40
34 2000 70
35 2000 60
36 3000 60
37 1000 50
38 4000 70
39 1000 100
40 2000 80
41 1000 20
42 3000 20
43 1000 70
44 3000 30
45 1000 10
46 4000 100
47 1000 60
48 4000 40
