10 100
1 3000 10
2 4000 30
3 4000 60
4 4000 10
5 4000 50
6 3000 50
7 3000 20
8 3000 20
9 1000 60
10 2000 20
11 4000 90
12 1000 30
13 1000 40
14 3000 60
15 3000 70
16 2000 80
17 3000 20
18 2000 70
19 2000 10
20 2000 70
21 2000 90
22 4000 60
23 2000 10
24 2000 20
25 3000 40
26 2000 80
27 3000 30
28 1000 10
29 1000 70
30 1000 100
31 4000 20
32 1000 10
33 2000 90
34 2000 10
35 2000 80
36 3000 80
37 1000 20
38 1000 70
39 4000 40
40 2000 10
41 1000 20
42 2000 20
43 3000 10
44 1000 30
45 2000 20
46 4000 10
47 4000 100
48 1000 100
