10 100
1 4000 30
2 2000 80
3 4000 10
4 2000 40
5 1000 100
6 3000 50
7 2000 50
8 4000 20
9 4000 40
10 2000 10
11 1000 90
12 2000 30
13 1000 90
14 2000 40
15 1000 80
16 2000 30
17 2000 70
18 2000 100
19 1000 20
20 2000 80
21 3000 70
22 4000 60
23 2000 80
24 2000 80
25 4000 70
26 3000 20
27 3000 60
28 4000 70
29 4000 70
30 1000 50
31 2000 30
32 2000 60
33 3000 20
34 2000 80
35 1000 10
36 3000 100
37 2000 30
38 1000 10
39 3000 60
40 2000 10
41 4000 100
42 4000 60
43 1000 60
44 3000 30
45 4000 40
46 2000 70
47 4000 70
48 4000 90
