10 100
1 2000 70
2 4000 40
3 1000 40
4 4000 30
5 3000 50
6 1000 10
7 4000 10
8 3000 30
9 4000 80
10 4000 60
11 2000 60
12 1000 40
13 1000 90
14 4000 70
15 4000 80
16 4000 60
17 2000 100
18 1000 10
19 2000 40
20 4000 70
21 2000 60
22 1000 100
23 4000 20
24 4000 100
25 3000 60
26 1000 70
27 2000 90
28 1000 20
29 3000 30
30 3000 40
31 3000 50
32 2000 90
33 2000 10
34 4000 100
35 1000 40
36 2000 60
37 2000 70
38 1000 100
39 1000 80
40 1000 10
41 4000 60
42 2000 90
43 4000 60
44 1000 50
45 4000 20
46 2000 30
47 2000 10
