10 100
1 3000 80
2 1000 100
3 4000 40
4 4000 90
5 4000 90
6 3000 50
7 2000 70
8 4000 70
9 1000 50
10 3000 60
11 4000 30
12 2000 50
13 4000 20
14 2000 40
15 3000 40
16 3000 40
17 3000 100
18 1000 20
19 1000 60
20 3000 70
21 4000 80
22 3000 40
23 4000 30
24 3000 20
25 4000 30
26 4000 90
27 4000 60
28 4000 30
29 2000 20
30 1000 20
31 2000 100
32 3000 90
33 2000 10
34 2000 60
35 2000 10
36 4000 20
37 3000 50
38 1000 60
39 3000 80
40 3000 80
41 2000 50
42 3000 90
43 3000 50
44 2000 100
45 2000 90
46 2000 50
47 1000 70
48 3000 10
49 1000 40
