10 100
1 3000 80
2 2000 70
3 2000 50
4 1000 60
5 3000 30
6 3000 60
7 1000 80
8 3000 90
9 2000 20
10 4000 70
11 2000 60
12 2000 80
13 1000 40
14 1000 10
15 3000 90
16 3000 60
17 1000 20
18 4000 30
19 4000 80
20 4000 100
21 2000 60
22 2000 100
23 3000 20
24 1000 80
25 2000 10
26 1000 20
27 3000 30
28 3000 100
29 2000 20
30 3000 30
31 3000 20
32 2000 90
33 1000 10
34 1000 10
35 4000 20
36 1000 30
37 3000 50
38 1000 40
39 1000 60
40 3000 100
41 3000 70
42 3000 80
43 2000 100
44 3000 70
45 2000 80
46 4000 60
47 3000 10
48 3000 40
