10 100
1 4000 60
2 2000 30
3 2000 10
4 1000 70
5 2000 70
6 4000 90
7 4000 90
8 1000 30
9 3000 40
10 1000 50
11 4000 80
12 2000 10
13 2000 50
14 1000 90
15 2000 20
16 1000 50
17 1000 30
18 2000 80
19 1000 50
20 2000 30
21 3000 80
22 3000 100
23 3000 90
24 1000 60
25 1000 30
26 4000 20
27 4000 30
28 4000 40
29 2000 80
30 4000 10
31 3000 100
32 1000 10
33 4000 30
34 1000 40
35 2000 40
36 4000 10
37 3000 90
38 3000 10
39 3000 70
40 3000 30
41 3000 80
42 1000 100
43 3000 90
44 1000 90
45 2000 60
46 4000 90
47 2000 60
48 2000 90
49 4000 90
