10 100
1 2000 30
2 2000 30
3 1000 20
4 3000 50
5 4000 20
6 2000 30
7 4000 50
8 2000 50
9 2000 50
10 2000 90
11 3000 20
12 2000 20
13 4000 100
14 4000 80
15 3000 40
16 4000 100
17 1000 20
18 4000 60
19 2000 60
20 1000 90
21 3000 20
22 3000 30
23 1000 100
24 4000 40
25 1000 70
26 1000 30
27 1000 10
28 2000 70
29 3000 10
30 4000 50
31 2000 70
32 1000 30
33 3000 100
34 2000 20
35 4000 100
36 4000 40
37 2000 40
38 2000 20
39 1000 50
40 1000 100
41 1000 100
42 2000 80
43 2000 90
44 3000 30
45 4000 20
46 4000 40
47 3000 30
48 1000 70
49 4000 50
