10 100
1 3000 80
2 2000 80
3 1000 20
4 4000 40
5 1000 70
6 3000 60
7 3000 30
8 3000 100
9 2000 50
10 2000 30
11 3000 100
12 4000 10
13 1000 10
14 1000 90
15 1000 80
16 3000 10
17 4000 80
18 1000 80
19 2000 100
20 1000 100
21 4000 80
22 1000 20
23 4000 10
24 3000 60
25 4000 80
26 4000 80
27 2000 10
28 4000 80
29 3000 20
30 1000 40
31 3000 40
32 4000 100
33 2000 40
34 2000 10
35 4000 90
36 4000 10
37 2000 80
38 2000 100
39 4000 70
40 4000 50
41 2000 90
42 2000 20
43 2000 10
44 4000 30
45 3000 100
46 1000 60
47 1000 10
