10 100
1 4000 50
2 2000 40
3 3000 80
4 2000 90
5 3000 90
6 4000 70
7 1000 90
8 3000 20
9 3000 30
10 3000 40
11 4000 40
12 3000 20
13 4000 30
14 2000 40
15 2000 30
16 4000 70
17 2000 40
18 3000 50
19 3000 50
20 4000 20
21 3000 30
22 4000 20
23 1000 40
24 1000 50
25 1000 40
26 3000 90
27 1000 90
28 1000 30
29 4000 60
30 4000 80
31 2000 50
32 4000 70
33 4000 90
34 2000 10
35 1000 80
36 2000 80
37 2000 40
38 1000 50
39 1000 60
40 2000 60
41 1000 80
42 2000 90
43 1000 70
44 4000 100
45 2000 60
46 4000 50
47 2000 50
