10 100
1 1000 100
2 2000 100
3 4000 10
4 4000 80
5 2000 60
6 3000 80
7 4000 20
8 4000 70
9 2000 80
10 1000 60
11 3000 100
12 4000 40
13 2000 50
14 1000 30
15 2000 80
16 3000 10
17 2000 90
18 2000 70
19 3000 80
20 2000 90
21 2000 80
22 2000 60
23 4000 70
24 1000 20
25 4000 10
26 1000 80
27 1000 90
28 2000 50
29 2000 20
30 2000 80
31 1000 20
32 4000 80
33 2000 30
34 1000 10
35 1000 90
36 1000 50
37 3000 80
38 4000 50
39 1000 60
40 3000 10
41 3000 60
42 3000 70
43 4000 30
44 3000 80
45 4000 90
46 4000 60
47 4000 60
48 1000 20
49 3000 100
50 4000 90
