10 100
1 3000 80
2 1000 30
3 3000 100
4 3000 80
5 1000 60
6 4000 30
7 4000 20
8 4000 60
9 3000 90
10 4000 50
11 1000 40
12 2000 10
13 4000 50
14 3000 40
15 2000 10
16 1000 50
17 2000 80
18 1000 40
19 2000 50
20 2000 10
21 1000 20
22 2000 60
23 2000 20
24 3000 50
25 3000 10
26 3000 60
27 3000 60
28 2000 60
29 4000 60
30 1000 20
31 1000 100
32 2000 30
33 4000 60
34 4000 80
35 1000 90
36 2000 30
37 3000 10
38 2000 60
39 4000 30
40 4000 30
41 1000 10
42 1000 100
43 4000 60
44 1000 80
45 4000 70
46 3000 90
