10 100
1 1000 70
2 2000 10
3 2000 90
4 3000 50
5 1000 10
6 2000 30
7 1000 100
8 2000 20
9 3000 100
10 1000 70
11 2000 40
12 2000 90
13 4000 60
14 3000 100
15 2000 20
16 2000 80
17 2000 70
18 2000 90
19 1000 30
20 3000 70
21 3000 70
22 1000 30
23 2000 60
24 4000 60
25 1000 80
26 1000 70
27 3000 10
28 3000 40
29 2000 60
30 4000 70
31 4000 40
32 3000 90
33 2000 50
34 3000 90
35 4000 20
36 3000 40
37 4000 60
38 3000 90
39 4000 40
40 1000 20
41 3000 50
42 1000 50
43 1000 20
44 1000 50
45 3000 30
46 2000 90
47 2000 80
48 4000 20
49 1000 80
