10 100
1 2000 60
2 1000 40
3 2000 40
4 4000 30
5 3000 100
6 1000 70
7 1000 40
8 3000 20
9 1000 10
10 1000 80
11 2000 50
12 1000 40
13 3000 30
14 3000 100
15 1000 100
16 4000 80
17 1000 20
18 1000 10
19 3000 60
20 4000 60
21 3000 30
22 2000 10
23 3000 100
24 4000 40
25 1000 60
26 3000 50
27 1000 30
28 4000 80
29 1000 100
30 4000 90
31 2000 40
32 2000 70
33 2000 80
34 3000 30
35 2000 30
36 3000 100
37 4000 40
38 1000 60
39 1000 70
40 3000 60
41 3000 100
42 1000 60
43 2000 30
44 3000 80
45 1000 30
46 3000 60
47 1000 40
