10 100
1 1000 20
2 2000 60
3 4000 20
4 2000 30
5 2000 80
6 2000 70
7 3000 20
8 1000 40
9 4000 30
10 2000 90
11 2000 80
12 2000 70
13 4000 100
14 4000 60
15 2000 10
16 2000 100
17 3000 100
18 2000 80
19 2000 40
20 1000 90
21 4000 100
22 4000 20
23 2000 40
24 4000 20
25 3000 70
26 3000 10
27 2000 90
28 1000 70
29 3000 80
30 3000 70
31 1000 70
32 1000 40
33 2000 50
34 2000 100
35 2000 50
36 2000 10
37 2000 70
38 2000 50
39 3000 10
40 1000 60
41 1000 70
42 4000 100
43 4000 20
44 3000 40
45 3000 10
46 4000 10
47 4000 100
48 3000 60
49 3000 90
