10 100
1 2000 20
2 4000 10
3 1000 30
4 2000 30
5 1000 30
6 2000 40
7 2000 10
8 2000 70
9 3000 20
10 3000 100
11 4000 50
12 4000 10
13 4000 70
14 4000 30
15 1000 70
16 1000 50
17 1000 60
18 1000 40
19 2000 30
20 1000 20
21 1000 90
22 3000 60
23 2000 80
24 1000 20
25 4000 90
26 1000 80
27 1000 90
28 1000 90
29 4000 20
30 2000 20
31 2000 30
32 4000 90
33 4000 20
34 2000 100
35 3000 70
36 1000 30
37 3000 10
38 1000 90
39 4000 40
40 2000 100
41 1000 10
42 1000 60
43 3000 70
44 3000 90
45 3000 80
46 1000 70
47 4000 70
