10 100
1 1000 80
2 3000 100
3 4000 70
4 1000 10
5 3000 20
6 1000 10
7 3000 100
8 1000 80
9 3000 40
10 1000 60
11 2000 70
12 4000 10
13 4000 10
14 1000 70
15 1000 70
16 2000 30
17 3000 80
18 1000 20
19 2000 90
20 3000 100
21 2000 40
22 1000 70
23 3000 30
24 1000 30
25 3000 10
26 2000 40
27 3000 40
28 4000 40
29 4000 90
30 3000 20
31 2000 90
32 2000 80
33 4000 90
34 4000 30
35 2000 30
36 1000 20
37 4000 30
38 4000 10
39 1000 40
40 4000 30
41 2000 70
42 2000 40
43 2000 20
44 1000 30
45 3000 20
46 2000 40
47 3000 100
48 1000 80
