10 100
1 2000 30
2 3000 30
3 2000 40
4 1000 10
5 3000 60
6 4000 100
7 4000 100
8 4000 90
9 2000 10
10 4000 60
11 1000 100
12 2000 70
13 4000 50
14 2000 80
15 2000 80
16 3000 40
17 3000 40
18 1000 90
19 4000 60
20 3000 100
21 4000 30
22 4000 40
23 4000 80
24 3000 50
25 1000 70
26 1000 100
27 2000 20
28 1000 70
29 2000 20
30 2000 80
31 3000 70
32 4000 50
33 2000 10
34 4000 10
35 2000 60
36 4000 80
37 1000 10
38 2000 50
39 4000 50
40 3000 100
41 1000 100
42 3000 90
43 1000 50
44 1000 90
45 4000 10
